Election_Year,Region,Ethnic_Group,Language,Education_Level,Population_Density,GDP_per_Capita,Candidate_Origin_Region,Voted_For,Election_Winner_Party
2004,Central,Chewa,Chiyao,Primary,171,677,Central,MCP,UDF
2004,Southern,Chewa,English,Primary,412,1332,Northern,MCP,UDF
2004,Southern,Ngoni,Chilomwe,Primary,296,829,Central,Independent,UDF
2004,Central,Yao,Chichewa,Secondary,152,687,Central,MCP,UDF
2004,Central,Ngonde,Chichewa,Secondary,129,603,Northern,UDF,UDF
2004,Southern,Ngoni,English,Secondary,426,932,Southern,UDF,UDF
2004,Northern,Tonga,Chitumbuka,Primary,260,555,Northern,UDF,UDF
2004,Southern,Lomwe,Chilomwe,Primary,417,929,Southern,Independent,UDF
2004,Central,Yao,Chichewa,Primary,151,656,Central,UDF,UDF
2004,Central,Chewa,English,Primary,212,556,Southern,UDF,UDF
2004,Southern,Chewa,English,Secondary,379,931,Central,DPP,UDF
2004,Southern,Tumbuka,Chilomwe,Primary,372,688,Central,MCP,UDF
2004,Northern,Ngoni,English,Secondary,149,395,Southern,UDF,UDF
2004,Southern,Sena,Chilomwe,Primary,508,719,Central,Other,UDF
2004,Central,Chewa,English,Primary,265,573,Central,Independent,UDF
2004,Northern,Yao,Chitumbuka,Primary,132,435,Southern,DPP,UDF
2004,Central,Lomwe,Chiyao,Tertiary,168,641,Southern,UDF,UDF
2004,Northern,Ngoni,English,Secondary,37,619,Central,PP,UDF
2004,Central,Tonga,English,Secondary,254,505,Southern,UDF,UDF
2004,Northern,Yao,English,Primary,130,749,Southern,UDF,UDF
2004,Southern,Sena,Chilomwe,Secondary,222,613,Southern,DPP,UDF
2004,Southern,Tumbuka,Chichewa,Primary,193,730,Central,MCP,UDF
2004,Central,Yao,Chichewa,Secondary,189,743,Central,MCP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Secondary,89,316,Southern,Independent,UDF
2004,Central,Lambya/Nyiha,Chichewa,No formal,246,548,Northern,UDF,UDF
2004,Southern,Ngonde,Chilomwe,Primary,120,1294,Central,DPP,UDF
2004,Central,Ngoni,Chichewa,Primary,199,465,Southern,MCP,UDF
2004,Central,Lambya/Nyiha,Chichewa,Tertiary,85,879,Central,MCP,UDF
2004,Central,Lomwe,Chichewa,Primary,129,512,Central,MCP,UDF
2004,Central,Ngonde,Chichewa,No formal,344,952,Southern,UDF,UDF
2004,Northern,Tonga,Chitumbuka,Primary,184,391,Southern,UDF,UDF
2004,Central,Sena,Chiyao,Primary,268,622,Northern,DPP,UDF
2004,Southern,Ngoni,Chichewa,No formal,252,412,Central,UDF,UDF
2004,Central,Ngoni,Chichewa,Tertiary,250,572,Southern,PP,UDF
2004,Central,Ngoni,Chichewa,Primary,289,805,Southern,PP,UDF
2004,Central,Tonga,Chichewa,Primary,191,656,Northern,UDF,UDF
2004,Southern,Sena,Chichewa,Primary,141,1224,Central,DPP,UDF
2004,Southern,Lambya/Nyiha,Chilomwe,Primary,136,941,Southern,MCP,UDF
2004,Central,Tonga,Chichewa,Primary,348,762,Southern,Other,UDF
2004,Northern,Ngoni,Chitumbuka,Secondary,182,237,Central,DPP,UDF
2004,Central,Sena,Chichewa,Tertiary,146,501,Northern,Independent,UDF
2004,Central,Ngonde,Chichewa,No formal,323,736,Central,Independent,UDF
2004,Northern,Sena,English,Secondary,104,591,Southern,Independent,UDF
2004,Central,Tumbuka,Chichewa,Primary,271,441,Central,MCP,UDF
2004,Central,Lambya/Nyiha,Chichewa,Primary,215,463,Central,UDF,UDF
2004,Northern,Ngoni,Chichewa,Primary,226,583,Northern,Independent,UDF
2004,Central,Ngoni,English,Primary,207,510,Southern,MCP,UDF
2004,Northern,Nyanja,Chitumbuka,Primary,20,796,Central,Independent,UDF
2004,Northern,Lomwe,English,Primary,149,595,Central,UDF,UDF
2004,Central,Lomwe,English,Tertiary,189,897,Northern,AFORD,UDF
2004,Southern,Tumbuka,Chilomwe,Secondary,428,1131,Southern,MCP,UDF
2004,Southern,Ngonde,Chichewa,Primary,293,875,Southern,Independent,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,No formal,165,526,Southern,DPP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Primary,203,383,Northern,PP,UDF
2004,Northern,Chewa,Chitumbuka,Secondary,25,378,Central,Other,UDF
2004,Central,Yao,Chichewa,Secondary,309,441,Central,PP,UDF
2004,Southern,Chewa,Chichewa,Secondary,424,721,Southern,Independent,UDF
2004,Southern,Yao,Chichewa,Primary,359,728,Central,UDF,UDF
2004,Northern,Tumbuka,Chichewa,Secondary,20,383,Northern,PP,UDF
2004,Southern,Sena,Chilomwe,Tertiary,315,422,Northern,MCP,UDF
2004,Central,Lambya/Nyiha,Chichewa,Primary,99,639,Southern,MCP,UDF
2004,Southern,Lambya/Nyiha,English,Secondary,285,561,Central,DPP,UDF
2004,Central,Sena,Chiyao,Secondary,263,369,Central,UDF,UDF
2004,Southern,Sena,Chilomwe,Primary,247,754,Northern,Independent,UDF
2004,Central,Nyanja,Chiyao,Secondary,194,836,Northern,DPP,UDF
2004,Southern,Chewa,Chilomwe,Primary,582,969,Central,UDF,UDF
2004,Northern,Tumbuka,Chitumbuka,Primary,165,626,Northern,DPP,UDF
2004,Central,Nyanja,Chichewa,Primary,273,879,Northern,UDF,UDF
2004,Southern,Lomwe,Chilomwe,Secondary,428,788,Northern,PP,UDF
2004,Central,Tumbuka,Chichewa,Primary,256,504,Central,MCP,UDF
2004,Central,Chewa,English,Secondary,261,905,Southern,DPP,UDF
2004,Northern,Tonga,English,No formal,153,361,Central,AFORD,UDF
2004,Central,Nyanja,Chichewa,Secondary,145,719,Southern,MCP,UDF
2004,Northern,Tumbuka,Chitumbuka,No formal,152,570,Southern,UDF,UDF
2004,Central,Tonga,Chichewa,Primary,149,585,Southern,UDF,UDF
2004,Southern,Lomwe,Chilomwe,Secondary,161,996,Central,DPP,UDF
2004,Central,Nyanja,Chichewa,Primary,176,533,Southern,UDF,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Secondary,243,261,Central,AFORD,UDF
2004,Central,Sena,Chichewa,No formal,189,457,Southern,Independent,UDF
2004,Northern,Tonga,Chichewa,Primary,145,577,Northern,MCP,UDF
2004,Southern,Lomwe,Chilomwe,Primary,498,887,Northern,PP,UDF
2004,Northern,Lomwe,Chichewa,Primary,165,422,Southern,PP,UDF
2004,Central,Nyanja,Chiyao,Secondary,317,627,Central,MCP,UDF
2004,Central,Tonga,Chichewa,Primary,247,446,Southern,MCP,UDF
2004,Southern,Ngoni,Chilomwe,Tertiary,251,974,Southern,UDF,UDF
2004,Southern,Lomwe,English,Primary,357,820,Southern,DPP,UDF
2004,Southern,Tonga,Chilomwe,Secondary,325,819,Southern,Other,UDF
2004,Central,Tumbuka,Chichewa,Secondary,224,958,Southern,MCP,UDF
2004,Southern,Sena,Chilomwe,Secondary,318,805,Northern,UDF,UDF
2004,Northern,Chewa,Chitumbuka,Primary,137,154,Northern,Other,UDF
2004,Southern,Nyanja,Chichewa,Tertiary,263,668,Central,AFORD,UDF
2004,Central,Chewa,Chichewa,Secondary,139,848,Northern,MCP,UDF
2004,Southern,Ngoni,Chilomwe,Primary,312,1000,Southern,DPP,UDF
2004,Central,Lomwe,Chichewa,Secondary,201,616,Northern,PP,UDF
2004,Central,Tumbuka,Chichewa,Secondary,288,655,Southern,PP,UDF
2004,Southern,Nyanja,Chilomwe,Primary,224,1039,Central,UDF,UDF
2004,Central,Sena,Chichewa,Secondary,304,619,Central,MCP,UDF
2004,Central,Sena,English,Primary,282,805,Central,MCP,UDF
2004,Central,Tumbuka,Chichewa,Primary,270,840,Southern,UDF,UDF
2004,Central,Sena,English,Secondary,60,650,Northern,UDF,UDF
2004,Northern,Tumbuka,Chitumbuka,Primary,54,429,Southern,Other,UDF
2004,Central,Tumbuka,Chichewa,No formal,189,783,Southern,DPP,UDF
2004,Central,Tonga,Chichewa,Primary,387,712,Central,MCP,UDF
2004,Southern,Ngonde,Chilomwe,Secondary,280,753,Southern,AFORD,UDF
2004,Southern,Lambya/Nyiha,Chilomwe,Secondary,317,1431,Central,DPP,UDF
2004,Central,Lambya/Nyiha,Chichewa,No formal,197,465,Northern,UDF,UDF
2004,Central,Sena,Chiyao,Primary,248,661,Southern,DPP,UDF
2004,Central,Lomwe,Chichewa,No formal,191,770,Northern,PP,UDF
2004,Central,Lomwe,Chichewa,No formal,223,612,Southern,DPP,UDF
2004,Central,Chewa,Chichewa,Primary,118,538,Central,Independent,UDF
2004,Central,Tumbuka,Chichewa,Primary,139,712,Northern,MCP,UDF
2004,Northern,Lambya/Nyiha,Chichewa,No formal,247,686,Northern,UDF,UDF
2004,Northern,Sena,Chichewa,Secondary,78,476,Northern,DPP,UDF
2004,Northern,Nyanja,Chitumbuka,Primary,85,274,Central,DPP,UDF
2004,Southern,Tumbuka,Chichewa,Secondary,232,599,Northern,MCP,UDF
2004,Central,Ngonde,Chichewa,Primary,236,295,Southern,AFORD,UDF
2004,Central,Lomwe,Chichewa,Secondary,158,615,Central,DPP,UDF
2004,Central,Sena,Chichewa,Primary,271,891,Northern,UDF,UDF
2004,Southern,Tonga,Chilomwe,Primary,335,646,Northern,Other,UDF
2004,Northern,Yao,Chitumbuka,Tertiary,94,518,Central,Independent,UDF
2004,Northern,Chewa,English,Primary,180,752,Northern,MCP,UDF
2004,Southern,Lambya/Nyiha,Chichewa,Primary,97,184,Southern,DPP,UDF
2004,Southern,Nyanja,Chilomwe,No formal,456,865,Central,UDF,UDF
2004,Central,Tonga,Chichewa,Primary,214,754,Central,MCP,UDF
2004,Southern,Tumbuka,Chilomwe,Primary,359,815,Northern,PP,UDF
2004,Central,Lambya/Nyiha,Chichewa,Primary,137,482,Southern,DPP,UDF
2004,Central,Chewa,Chichewa,Primary,284,841,Northern,PP,UDF
2004,Northern,Tonga,Chitumbuka,Secondary,189,538,Central,MCP,UDF
2004,Central,Sena,Chiyao,Primary,329,336,Central,UDF,UDF
2004,Southern,Ngonde,Chilomwe,Primary,166,686,Northern,MCP,UDF
2004,Central,Tumbuka,Chichewa,Secondary,122,577,Northern,DPP,UDF
2004,Central,Chewa,English,Primary,275,736,Central,MCP,UDF
2004,Southern,Sena,English,Secondary,306,900,Central,Independent,UDF
2004,Northern,Yao,Chichewa,Primary,153,207,Northern,Independent,UDF
2004,Central,Nyanja,Chichewa,Secondary,259,662,Southern,PP,UDF
2004,Central,Lambya/Nyiha,Chichewa,No formal,309,700,Central,Independent,UDF
2004,Southern,Lambya/Nyiha,Chichewa,Primary,374,982,Central,DPP,UDF
2004,Northern,Ngoni,Chitumbuka,Tertiary,70,421,Northern,DPP,UDF
2004,Central,Lomwe,Chichewa,Secondary,176,844,Southern,DPP,UDF
2004,Central,Sena,Chiyao,Tertiary,56,667,Central,UDF,UDF
2004,Southern,Lambya/Nyiha,Chilomwe,Primary,422,424,Central,UDF,UDF
2004,Southern,Ngonde,English,Primary,359,639,Central,UDF,UDF
2004,Central,Chewa,Chichewa,Primary,257,832,Central,UDF,UDF
2004,Central,Ngoni,Chichewa,Primary,280,596,Northern,DPP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Secondary,149,487,Central,UDF,UDF
2004,Central,Chewa,Chichewa,No formal,207,804,Central,MCP,UDF
2004,Southern,Sena,English,Secondary,594,865,Southern,MCP,UDF
2004,Southern,Tonga,English,Secondary,292,596,Northern,DPP,UDF
2004,Southern,Chewa,Chichewa,Secondary,422,911,Central,UDF,UDF
2004,Central,Nyanja,Chiyao,Tertiary,260,679,Southern,PP,UDF
2004,Central,Sena,Chichewa,Secondary,160,667,Northern,MCP,UDF
2004,Central,Tumbuka,Chichewa,Secondary,153,635,Northern,MCP,UDF
2004,Central,Nyanja,Chichewa,Primary,203,352,Central,MCP,UDF
2004,Southern,Yao,Chilomwe,Secondary,212,1034,Central,UDF,UDF
2004,Southern,Tonga,Chilomwe,Primary,250,885,Central,DPP,UDF
2004,Central,Tumbuka,Chichewa,No formal,190,631,Central,PP,UDF
2004,Central,Tonga,English,Secondary,287,676,Southern,PP,UDF
2004,Southern,Sena,Chilomwe,Secondary,351,765,Northern,DPP,UDF
2004,Central,Ngoni,English,Secondary,143,755,Southern,UDF,UDF
2004,Central,Ngonde,Chichewa,Secondary,211,783,Central,UDF,UDF
2004,Southern,Tonga,Chilomwe,Secondary,410,606,Central,DPP,UDF
2004,Northern,Ngonde,English,Primary,155,360,Northern,UDF,UDF
2004,Central,Sena,Chichewa,Primary,273,690,Northern,Other,UDF
2004,Southern,Nyanja,Chilomwe,Primary,227,945,Central,DPP,UDF
2004,Central,Nyanja,Chichewa,Primary,156,570,Central,UDF,UDF
2004,Central,Sena,Chichewa,Tertiary,273,827,Southern,UDF,UDF
2004,Central,Sena,English,Primary,316,126,Northern,UDF,UDF
2004,Northern,Ngonde,Chitumbuka,Secondary,189,390,Central,PP,UDF
2004,Northern,Yao,Chitumbuka,Primary,63,436,Southern,UDF,UDF
2004,Southern,Yao,Chichewa,Primary,516,441,Southern,MCP,UDF
2004,Central,Nyanja,Chichewa,Secondary,130,674,Southern,MCP,UDF
2004,Southern,Sena,Chichewa,Secondary,296,770,Northern,DPP,UDF
2004,Central,Ngonde,Chichewa,Primary,283,886,Central,MCP,UDF
2004,Central,Tumbuka,Chichewa,Primary,245,764,Southern,MCP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Secondary,108,585,Southern,UDF,UDF
2004,Central,Chewa,Chichewa,No formal,415,774,Southern,MCP,UDF
2004,Southern,Tonga,English,Primary,339,745,Central,Other,UDF
2004,Central,Nyanja,Chichewa,Primary,183,725,Northern,MCP,UDF
2004,Northern,Sena,Chichewa,Primary,214,752,Southern,PP,UDF
2004,Central,Tumbuka,Chichewa,Secondary,254,517,Southern,MCP,UDF
2004,Northern,Ngonde,English,No formal,144,374,Central,UDF,UDF
2004,Northern,Tumbuka,English,Primary,160,631,Central,AFORD,UDF
2004,Northern,Nyanja,Chitumbuka,Secondary,138,355,Southern,Other,UDF
2004,Northern,Tonga,Chitumbuka,Secondary,76,482,Southern,UDF,UDF
2004,Central,Ngoni,Chichewa,Secondary,245,736,Central,DPP,UDF
2004,Southern,Lomwe,Chilomwe,Tertiary,336,897,Central,Other,UDF
2004,Southern,Ngoni,Chichewa,No formal,405,811,Central,UDF,UDF
2004,Southern,Tumbuka,Chilomwe,Primary,289,912,Southern,DPP,UDF
2004,Central,Lambya/Nyiha,Chichewa,Primary,257,910,Central,UDF,UDF
2004,Northern,Yao,Chichewa,Secondary,106,684,Central,UDF,UDF
2004,Northern,Ngoni,English,Secondary,71,538,Southern,UDF,UDF
2004,Southern,Sena,Chilomwe,Tertiary,359,598,Central,DPP,UDF
2004,Northern,Chewa,Chitumbuka,Secondary,60,327,Northern,Other,UDF
2004,Northern,Tumbuka,Chitumbuka,Primary,132,755,Central,Independent,UDF
2004,Central,Ngonde,Chichewa,Primary,144,647,Southern,AFORD,UDF
2004,Southern,Lambya/Nyiha,Chichewa,Primary,333,1049,Central,PP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Secondary,183,575,Central,MCP,UDF
2004,Southern,Lambya/Nyiha,Chichewa,Secondary,269,702,Central,PP,UDF
2004,Central,Lambya/Nyiha,Chichewa,No formal,260,900,Central,DPP,UDF
2004,Southern,Lambya/Nyiha,Chichewa,Secondary,333,623,Central,Independent,UDF
2004,Central,Ngonde,Chiyao,No formal,277,847,Southern,UDF,UDF
2004,Northern,Ngoni,Chitumbuka,Primary,209,428,Central,UDF,UDF
2004,Central,Chewa,English,Primary,187,669,Central,MCP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Primary,144,220,Central,Independent,UDF
2004,Central,Tonga,Chichewa,Secondary,338,829,Northern,Other,UDF
2004,Central,Ngoni,Chichewa,Secondary,267,482,Central,UDF,UDF
2004,Central,Lomwe,Chiyao,Primary,323,534,Central,DPP,UDF
2004,Southern,Lomwe,Chichewa,Primary,214,429,Southern,DPP,UDF
2004,Southern,Sena,English,Secondary,389,768,Central,UDF,UDF
2004,Northern,Tumbuka,Chitumbuka,Primary,125,710,Southern,MCP,UDF
2004,Central,Ngonde,Chichewa,Primary,277,460,Southern,AFORD,UDF
2004,Southern,Ngonde,Chilomwe,Secondary,336,583,Central,DPP,UDF
2004,Southern,Sena,Chichewa,Tertiary,216,1089,Northern,DPP,UDF
2004,Central,Ngoni,Chichewa,Primary,229,617,Northern,UDF,UDF
2004,Central,Ngonde,Chichewa,Secondary,321,553,Central,UDF,UDF
2004,Central,Ngonde,Chichewa,Primary,148,869,Southern,UDF,UDF
2004,Central,Ngoni,Chichewa,No formal,168,514,Northern,Other,UDF
2004,Central,Nyanja,Chichewa,Primary,183,744,Central,MCP,UDF
2004,Central,Sena,Chichewa,Primary,269,788,Southern,DPP,UDF
2004,Central,Chewa,Chichewa,Secondary,309,552,Central,MCP,UDF
2004,Southern,Sena,Chilomwe,Primary,232,708,Northern,DPP,UDF
2004,Southern,Yao,Chilomwe,No formal,290,465,Northern,Independent,UDF
2004,Northern,Chewa,Chitumbuka,Secondary,255,260,Southern,Other,UDF
2004,Southern,Yao,Chilomwe,Primary,232,1053,Central,AFORD,UDF
2004,Northern,Chewa,Chitumbuka,No formal,223,311,Central,AFORD,UDF
2004,Southern,Sena,Chilomwe,Primary,342,1077,Southern,MCP,UDF
2004,Central,Chewa,Chichewa,Secondary,284,707,Southern,UDF,UDF
2004,Northern,Nyanja,Chitumbuka,Secondary,124,511,Central,Independent,UDF
2004,Southern,Tonga,English,Tertiary,346,883,Central,UDF,UDF
2004,Southern,Sena,Chilomwe,Primary,264,951,Southern,DPP,UDF
2004,Central,Yao,Chichewa,Primary,238,453,Southern,MCP,UDF
2004,Southern,Sena,Chilomwe,Primary,482,818,Central,DPP,UDF
2004,Southern,Nyanja,Chilomwe,Secondary,259,720,Northern,UDF,UDF
2004,Southern,Tumbuka,Chichewa,Primary,297,635,Southern,UDF,UDF
2004,Northern,Tumbuka,Chitumbuka,Secondary,141,401,Central,MCP,UDF
2004,Central,Sena,Chichewa,Secondary,269,553,Central,UDF,UDF
2004,Central,Sena,Chichewa,Primary,217,485,Central,MCP,UDF
2004,Northern,Sena,English,Secondary,157,288,Northern,UDF,UDF
2004,Southern,Tonga,Chilomwe,Secondary,203,567,Central,DPP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Primary,216,603,Central,AFORD,UDF
2004,Southern,Sena,Chilomwe,Secondary,299,393,Southern,DPP,UDF
2004,Southern,Nyanja,Chilomwe,Secondary,440,1182,Southern,Independent,UDF
2004,Central,Tonga,Chichewa,Tertiary,251,509,Central,MCP,UDF
2004,Northern,Nyanja,Chitumbuka,Primary,160,590,Northern,DPP,UDF
2004,Southern,Chewa,Chichewa,Primary,151,646,Southern,AFORD,UDF
2004,Southern,Lomwe,Chichewa,Primary,227,729,Northern,DPP,UDF
2004,Central,Nyanja,Chichewa,Secondary,254,672,Southern,Independent,UDF
2004,Central,Yao,Chichewa,Secondary,188,673,Central,MCP,UDF
2004,Southern,Tumbuka,Chichewa,Secondary,449,1174,Central,DPP,UDF
2004,Central,Yao,Chichewa,Primary,249,780,Southern,MCP,UDF
2004,Southern,Lomwe,Chichewa,Tertiary,280,806,Northern,UDF,UDF
2004,Central,Lambya/Nyiha,Chichewa,Primary,225,362,Southern,MCP,UDF
2004,Central,Ngoni,Chichewa,Primary,325,835,Central,MCP,UDF
2004,Central,Lomwe,Chiyao,Primary,170,737,Southern,MCP,UDF
2004,Southern,Lomwe,Chilomwe,Primary,417,747,Central,DPP,UDF
2004,Central,Yao,Chichewa,No formal,244,848,Northern,DPP,UDF
2004,Northern,Sena,Chitumbuka,Primary,83,611,Central,PP,UDF
2004,Southern,Ngoni,English,No formal,397,721,Central,DPP,UDF
2004,Central,Lambya/Nyiha,English,Tertiary,139,637,Central,Independent,UDF
2004,Central,Tumbuka,Chichewa,Primary,245,663,Southern,MCP,UDF
2004,Central,Lambya/Nyiha,Chichewa,Primary,265,731,Southern,UDF,UDF
2004,Northern,Nyanja,Chichewa,Tertiary,91,536,Northern,AFORD,UDF
2004,Northern,Lomwe,Chitumbuka,Tertiary,192,477,Central,UDF,UDF
2004,Southern,Sena,Chilomwe,Primary,399,1141,Central,DPP,UDF
2004,Central,Yao,Chichewa,Primary,193,527,Southern,MCP,UDF
2004,Central,Sena,Chichewa,Primary,251,682,Central,Independent,UDF
2004,Central,Ngonde,Chichewa,Secondary,248,938,Northern,Independent,UDF
2004,Southern,Yao,English,Primary,303,746,Central,DPP,UDF
2004,Central,Ngoni,Chichewa,Primary,94,743,Central,UDF,UDF
2004,Central,Lomwe,Chichewa,Primary,192,604,Southern,MCP,UDF
2004,Southern,Chewa,English,Primary,179,931,Central,DPP,UDF
2004,Northern,Chewa,English,Primary,55,576,Central,UDF,UDF
2004,Central,Yao,Chichewa,Secondary,204,738,Southern,AFORD,UDF
2004,Southern,Yao,Chichewa,Secondary,376,930,Central,DPP,UDF
2004,Northern,Ngoni,Chitumbuka,Tertiary,175,427,Central,Independent,UDF
2004,Central,Tumbuka,Chichewa,No formal,273,525,Northern,MCP,UDF
2004,Southern,Lambya/Nyiha,Chilomwe,Primary,450,696,Central,DPP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,No formal,206,667,Southern,Other,UDF
2004,Southern,Chewa,Chichewa,Primary,438,1036,Southern,MCP,UDF
2004,Southern,Ngoni,Chilomwe,Secondary,298,757,Central,UDF,UDF
2004,Southern,Ngoni,Chichewa,Primary,388,1055,Central,UDF,UDF
2004,Northern,Sena,Chitumbuka,Primary,189,536,Southern,UDF,UDF
2004,Central,Chewa,Chichewa,Primary,229,681,Northern,UDF,UDF
2004,Northern,Tumbuka,Chitumbuka,Secondary,71,291,Northern,AFORD,UDF
2004,Southern,Yao,Chilomwe,Secondary,263,877,Central,Other,UDF
2004,Central,Lambya/Nyiha,English,Primary,115,656,Southern,UDF,UDF
2004,Southern,Yao,Chilomwe,Secondary,286,960,Central,UDF,UDF
2004,Central,Ngoni,Chichewa,Tertiary,243,518,Northern,MCP,UDF
2004,Southern,Ngoni,Chichewa,Secondary,293,564,Central,UDF,UDF
2004,Central,Tumbuka,English,Primary,363,801,Central,UDF,UDF
2004,Central,Ngonde,English,Secondary,253,284,Central,Independent,UDF
2004,Southern,Ngonde,Chilomwe,No formal,483,363,Central,MCP,UDF
2004,Northern,Tumbuka,Chitumbuka,Primary,155,506,Northern,UDF,UDF
2004,Central,Sena,Chichewa,Primary,172,928,Central,UDF,UDF
2004,Central,Lambya/Nyiha,Chichewa,Primary,269,535,Northern,MCP,UDF
2004,Northern,Ngoni,Chitumbuka,Primary,133,347,Central,Independent,UDF
2004,Northern,Yao,Chichewa,Primary,194,501,Central,PP,UDF
2004,Northern,Nyanja,Chitumbuka,Primary,110,311,Northern,UDF,UDF
2004,Southern,Sena,Chilomwe,Tertiary,142,861,Central,PP,UDF
2004,Central,Lomwe,Chichewa,Primary,237,617,Central,Other,UDF
2004,Central,Ngonde,Chichewa,Secondary,282,913,Central,MCP,UDF
2004,Central,Chewa,Chiyao,Secondary,267,669,Southern,PP,UDF
2004,Northern,Ngonde,Chichewa,Secondary,136,124,Southern,DPP,UDF
2004,Southern,Lambya/Nyiha,Chichewa,Primary,163,1023,Central,DPP,UDF
2004,Central,Ngoni,Chichewa,Secondary,264,833,Southern,UDF,UDF
2004,Southern,Tumbuka,Chilomwe,Secondary,413,742,Southern,MCP,UDF
2004,Central,Ngoni,Chichewa,Secondary,386,579,Northern,Other,UDF
2004,Central,Sena,Chichewa,Primary,273,409,Northern,AFORD,UDF
2004,Central,Tumbuka,Chichewa,No formal,132,861,Northern,UDF,UDF
2004,Northern,Ngoni,English,Secondary,203,270,Central,AFORD,UDF
2004,Northern,Ngoni,Chitumbuka,Secondary,200,262,Central,AFORD,UDF
2004,Southern,Nyanja,Chilomwe,Primary,329,858,Central,MCP,UDF
2004,Central,Lambya/Nyiha,English,Secondary,370,833,Southern,PP,UDF
2004,Central,Tonga,Chichewa,Tertiary,333,770,Central,PP,UDF
2004,Southern,Yao,Chilomwe,Primary,445,411,Northern,Other,UDF
2004,Southern,Lambya/Nyiha,Chilomwe,Primary,249,1010,Northern,UDF,UDF
2004,Central,Chewa,Chichewa,Secondary,242,836,Central,Independent,UDF
2004,Central,Ngonde,Chichewa,Secondary,373,633,Northern,MCP,UDF
2004,Southern,Chewa,Chichewa,Primary,236,603,Northern,DPP,UDF
2004,Northern,Tumbuka,Chitumbuka,Secondary,99,705,Central,PP,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Primary,200,714,Northern,UDF,UDF
2004,Central,Chewa,Chiyao,Primary,227,678,Northern,UDF,UDF
2004,Northern,Lambya/Nyiha,Chitumbuka,Secondary,84,301,Northern,UDF,UDF
2004,Southern,Lomwe,Chilomwe,Secondary,376,1308,Central,Independent,UDF
2004,Southern,Ngonde,Chilomwe,Primary,437,935,Southern,UDF,UDF
2004,Northern,Sena,Chitumbuka,Tertiary,178,617,Northern,AFORD,UDF
2004,Southern,Yao,Chilomwe,Primary,415,924,Southern,DPP,UDF
2004,Southern,Ngonde,English,Primary,440,676,Central,DPP,UDF
2004,Southern,Ngoni,Chilomwe,Secondary,289,1089,Northern,UDF,UDF
2004,Southern,Tumbuka,English,Primary,249,845,Central,UDF,UDF
2004,Central,Ngoni,Chichewa,Primary,344,647,Southern,MCP,UDF
2004,Central,Yao,Chichewa,Secondary,323,507,Southern,MCP,UDF
2004,Southern,Nyanja,English,Primary,255,822,Southern,DPP,UDF
2004,Southern,Nyanja,Chilomwe,Primary,328,563,Central,DPP,UDF
2004,Southern,Lomwe,English,Primary,374,867,Central,DPP,UDF
2004,Southern,Ngonde,English,Secondary,257,856,Central,MCP,UDF
2004,Central,Sena,Chichewa,Secondary,279,461,Central,MCP,UDF
2004,Central,Sena,Chichewa,Primary,223,577,Southern,MCP,UDF
2004,Southern,Ngoni,Chilomwe,Primary,339,665,Central,UDF,UDF
2004,Central,Nyanja,Chichewa,Primary,144,914,Central,DPP,UDF
2004,Central,Ngonde,Chichewa,Secondary,182,611,Central,UDF,UDF
2004,Northern,Ngoni,Chichewa,Secondary,20,561,Central,Other,UDF
